customer_id,application_date,age,gender,employment_status,annual_income,monthly_income,loan_amount,interest_rate,loan_term,emi,dti,credit_score_origination,revolving_utilization_origination,credit_inquiries_12m,deterioration_pattern,default_12m,vintage_year,vintage_month
CUST112285,2022-04-16,29,Male,Employed,93742.0,7811.83,50000.0,13.66,60,1154.62,0.19,645,0.437,2,credit_seeking,0,2022,2022-04
CUST112286,2023-05-25,24,Male,Employed,234491.0,19540.92,54419.0,10.01,84,903.7,0.35,786,0.237,1,credit_seeking,0,2023,2023-05
CUST112287,2023-12-03,28,Male,Employed,39441.0,3286.75,50000.0,10.51,72,939.2,0.41,687,0.4,2,stable,0,2023,2023-12
CUST112288,2022-10-19,30,Male,Employed,55193.0,4599.42,50000.0,13.1,36,1687.11,0.37,676,0.082,0,gradual_decline,1,2022,2022-10
CUST112289,2023-11-02,39,Male,Unemployed,51694.0,4307.83,50000.0,11.47,60,1098.88,0.16,693,0.061,1,gradual_decline,0,2023,2023-11
CUST112290,2024-01-25,27,Female,Employed,68866.0,5738.83,50000.0,10.83,60,1082.89,0.27,627,0.063,3,gradual_decline,1,2024,2024-01
CUST112291,2023-12-14,35,Male,Employed,43575.0,3631.25,50000.0,10.33,60,1070.49,0.28,606,0.443,3,gradual_decline,0,2023,2023-12
CUST112292,2023-03-11,20,Female,Employed,46368.0,3864.0,50000.0,7.0,48,1197.31,0.36,720,0.4,1,stable,1,2023,2023-03
CUST112293,2024-04-27,33,Male,Employed,90025.0,7502.08,50000.0,16.51,72,1098.68,0.28,640,0.285,2,stable,0,2024,2024-04
CUST112294,2024-03-12,40,Male,Employed,206079.0,17173.25,50000.0,15.77,60,1209.8,0.26,620,0.288,2,stable,0,2024,2024-03
CUST112295,2022-12-24,31,Male,Employed,102503.0,8541.92,50000.0,9.87,48,1265.01,0.48,724,0.234,0,stable,0,2022,2022-12
CUST112296,2024-03-14,39,Male,Self-Employed,171596.0,14299.67,50399.0,13.41,60,1157.34,0.1,728,0.233,5,stable,0,2024,2024-03
CUST112297,2024-10-03,26,Female,Self-Employed,85378.0,7114.83,50000.0,11.74,48,1310.32,0.27,707,0.191,1,credit_seeking,0,2024,2024-10
CUST112298,2024-06-14,39,Female,Employed,70450.0,5870.83,50000.0,10.28,60,1069.25,0.37,675,0.351,3,stable,0,2024,2024-06
CUST112299,2024-03-14,40,Male,Self-Employed,61549.0,5129.08,50000.0,12.32,36,1668.37,0.12,712,0.201,2,stable,0,2024,2024-03
CUST112300,2024-04-20,49,Female,Self-Employed,93432.0,7786.0,50000.0,10.09,60,1064.57,0.27,683,0.264,1,credit_seeking,0,2024,2024-04
CUST112301,2024-05-31,40,Male,Employed,81177.0,6764.75,50000.0,11.98,36,1660.24,0.3,685,0.334,3,stable,0,2024,2024-05
CUST112302,2022-11-13,44,Male,Self-Employed,192473.0,16039.42,67126.0,11.68,60,1482.35,0.48,797,0.414,1,stable,0,2022,2022-11
CUST112303,2024-03-01,27,Male,Self-Employed,267440.0,22286.67,50000.0,14.3,36,1716.18,0.25,624,0.318,0,stable,0,2024,2024-03
CUST112304,2022-08-07,34,Male,Employed,180422.0,15035.17,50000.0,13.65,60,1154.36,0.31,658,0.255,1,sudden_shock,0,2022,2022-08
CUST112305,2023-01-28,23,Male,Unemployed,198539.0,16544.92,60713.0,13.73,48,1650.86,0.36,640,0.55,1,credit_seeking,0,2023,2023-01
CUST112306,2024-10-21,43,Male,Employed,67790.0,5649.17,50000.0,10.03,36,1614.06,0.41,817,0.333,2,sudden_shock,0,2024,2024-10
CUST112307,2022-11-07,32,Male,Employed,146321.0,12193.42,56956.0,11.88,60,1263.5,0.28,651,0.204,2,stable,0,2022,2022-11
CUST112308,2024-07-13,38,Female,Employed,143422.0,11951.83,50000.0,14.93,72,1055.35,0.32,697,0.116,3,sudden_shock,1,2024,2024-07
CUST112309,2023-04-09,49,Female,Employed,42762.0,3563.5,50000.0,12.64,60,1128.46,0.19,736,0.093,2,credit_seeking,0,2023,2023-04
CUST112310,2022-08-19,62,Female,Employed,158209.0,13184.08,50000.0,11.86,60,1108.69,0.28,733,0.08,5,stable,0,2022,2022-08
CUST112311,2022-04-17,37,Female,Employed,48452.0,4037.67,50000.0,12.12,36,1663.58,0.12,755,0.124,1,stable,0,2022,2022-04
CUST112312,2023-08-24,47,Male,Unemployed,77102.0,6425.17,50000.0,9.82,60,1057.93,0.12,740,0.193,3,stable,0,2023,2023-08
CUST112313,2023-05-10,29,Female,Employed,80587.0,6715.58,50000.0,10.51,60,1074.94,0.5,663,0.405,4,credit_seeking,0,2023,2023-05
CUST112314,2023-07-15,22,Female,Employed,124577.0,10381.42,50000.0,11.88,72,974.39,0.45,727,0.146,0,stable,0,2023,2023-07
CUST112315,2022-02-17,48,Female,Self-Employed,60648.0,5054.0,50000.0,12.13,84,886.12,0.38,702,0.226,4,gradual_decline,0,2022,2022-02
CUST112316,2022-10-21,33,Female,Employed,111141.0,9261.75,50000.0,13.14,60,1141.24,0.46,696,0.187,2,stable,0,2022,2022-10
CUST112317,2022-01-05,33,Female,Self-Employed,155357.0,12946.42,53780.0,11.73,60,1188.98,0.16,706,0.135,2,sudden_shock,1,2022,2022-01
CUST112318,2022-11-28,48,Female,Employed,85708.0,7142.33,50000.0,11.34,72,960.43,0.41,664,0.394,4,credit_seeking,0,2022,2022-11
CUST112319,2024-10-17,32,Male,Employed,91195.0,7599.58,50000.0,13.86,60,1159.79,0.27,641,0.407,4,stable,0,2024,2024-10
CUST112320,2022-06-16,25,Female,Self-Employed,171099.0,14258.25,50000.0,13.88,60,1160.3,0.15,583,0.304,1,stable,1,2022,2022-06
CUST112321,2024-01-26,23,Male,Self-Employed,35354.0,2946.17,50000.0,15.93,48,1415.22,0.27,606,0.132,2,stable,0,2024,2024-01
CUST112322,2022-01-07,34,Female,Employed,74112.0,6176.0,50000.0,13.48,48,1353.32,0.33,609,0.317,2,stable,0,2022,2022-01
CUST112323,2023-09-08,41,Female,Employed,94090.0,7840.83,50000.0,15.66,84,983.45,0.33,698,0.374,3,stable,0,2023,2023-09
CUST112324,2024-10-06,32,Male,Employed,74870.0,6239.17,50000.0,13.68,72,1021.74,0.56,759,0.297,2,stable,0,2024,2024-10
CUST112325,2023-01-09,34,Male,Employed,144717.0,12059.75,70693.0,14.9,72,1490.97,0.44,728,0.354,0,stable,0,2023,2023-01
CUST112326,2022-08-05,28,Female,Employed,91046.0,7587.17,50000.0,9.97,48,1267.41,0.37,694,0.595,1,sudden_shock,0,2022,2022-08
CUST112327,2023-09-18,30,Male,Employed,77620.0,6468.33,50000.0,12.23,60,1118.04,0.48,669,0.555,2,gradual_decline,0,2023,2023-09
CUST112328,2022-11-02,47,Female,Employed,126161.0,10513.42,50000.0,11.24,48,1298.11,0.56,668,0.331,4,stable,0,2022,2022-11
CUST112329,2024-09-04,33,Female,Employed,132372.0,11031.0,50000.0,10.81,60,1082.39,0.32,718,0.076,1,stable,0,2024,2024-09
CUST112330,2024-07-19,28,Female,Employed,128772.0,10731.0,50000.0,9.9,60,1059.89,0.31,771,0.249,0,stable,0,2024,2024-07
CUST112331,2023-12-17,48,Female,Employed,88370.0,7364.17,50000.0,11.67,72,968.95,0.49,689,0.292,3,stable,0,2023,2023-12
CUST112332,2023-12-02,32,Male,Employed,153960.0,12830.0,50000.0,9.49,60,1049.85,0.22,725,0.743,4,stable,0,2023,2023-12
CUST112333,2023-10-23,33,Male,Employed,187168.0,15597.33,50000.0,7.69,72,869.11,0.34,731,0.209,1,stable,0,2023,2023-10
CUST112334,2024-03-16,32,Female,Self-Employed,76114.0,6342.83,50000.0,14.55,36,1722.27,0.35,730,0.299,2,stable,0,2024,2024-03
CUST112335,2023-05-20,21,Female,Employed,120487.0,10040.58,50000.0,7.51,36,1555.54,0.16,725,0.44,1,sudden_shock,0,2023,2023-05
CUST112336,2024-11-28,31,Female,Unemployed,132767.0,11063.92,50000.0,13.38,36,1693.86,0.11,704,0.124,3,gradual_decline,1,2024,2024-11
CUST112337,2023-01-14,36,Female,Employed,78240.0,6520.0,50000.0,7.81,48,1216.19,0.24,759,0.191,4,stable,0,2023,2023-01
CUST112338,2022-01-10,31,Male,Self-Employed,45268.0,3772.33,50000.0,11.04,48,1293.25,0.3,712,0.426,2,stable,0,2022,2022-01
CUST112339,2024-02-05,42,Female,Employed,161006.0,13417.17,50000.0,12.08,60,1114.24,0.26,636,0.181,2,gradual_decline,0,2024,2024-02
CUST112340,2023-12-27,26,Female,Unemployed,128111.0,10675.92,50000.0,11.79,36,1655.7,0.41,683,0.375,2,stable,0,2023,2023-12
CUST112341,2024-12-11,37,Male,Employed,145555.0,12129.58,50000.0,8.79,60,1032.83,0.15,686,0.383,1,stable,0,2024,2024-12
CUST112342,2023-03-10,30,Female,Employed,64256.0,5354.67,50000.0,9.64,48,1259.5,0.16,736,0.352,1,stable,0,2023,2023-03
CUST112343,2023-04-11,42,Male,Employed,163020.0,13585.0,66098.0,11.18,60,1443.07,0.25,661,0.578,1,stable,0,2023,2023-04
CUST112344,2023-09-08,47,Male,Self-Employed,64159.0,5346.58,50000.0,12.64,48,1332.46,0.36,689,0.073,1,stable,0,2023,2023-09
CUST112345,2023-03-06,44,Male,Employed,100399.0,8366.58,50000.0,10.76,72,945.57,0.2,761,0.2,2,sudden_shock,0,2023,2023-03
CUST112346,2024-05-10,35,Female,Employed,399359.0,33279.92,70730.0,14.8,60,1675.25,0.29,695,0.395,0,stable,0,2024,2024-05
CUST112347,2023-04-15,34,Female,Self-Employed,120950.0,10079.17,50000.0,9.35,72,909.99,0.21,727,0.294,2,stable,0,2023,2023-04
CUST112348,2024-05-08,34,Female,Self-Employed,125230.0,10435.83,50000.0,15.74,72,1077.45,0.37,640,0.361,2,stable,0,2024,2024-05
CUST112349,2023-04-12,26,Male,Employed,59842.0,4986.83,50000.0,13.06,60,1139.19,0.36,814,0.145,3,stable,0,2023,2023-04
CUST112350,2022-09-04,42,Male,Self-Employed,132457.0,11038.08,50000.0,15.43,48,1402.46,0.35,676,0.146,4,sudden_shock,0,2022,2022-09
CUST112351,2024-12-21,31,Female,Employed,74865.0,6238.75,50000.0,18.22,60,1275.66,0.23,620,0.647,2,stable,0,2024,2024-12
CUST112352,2023-08-01,47,Female,Employed,74432.0,6202.67,50000.0,15.14,60,1193.17,0.2,677,0.582,2,stable,0,2023,2023-08
CUST112353,2024-02-14,21,Female,Self-Employed,73325.0,6110.42,50000.0,16.54,36,1771.21,0.24,761,0.26,0,gradual_decline,0,2024,2024-02
CUST112354,2023-10-11,38,Male,Employed,81181.0,6765.08,50000.0,9.61,60,1052.78,0.1,647,0.382,2,stable,0,2023,2023-10
CUST112355,2023-01-29,40,Male,Employed,162176.0,13514.67,50000.0,8.75,48,1238.33,0.25,669,0.135,2,stable,0,2023,2023-01
CUST112356,2024-12-01,30,Male,Self-Employed,98396.0,8199.67,50000.0,14.55,84,952.26,0.35,644,0.421,2,stable,0,2024,2024-12
CUST112357,2023-02-12,26,Male,Employed,122700.0,10225.0,50000.0,16.0,60,1215.9,0.49,778,0.251,0,stable,0,2023,2023-02
CUST112358,2024-12-24,21,Male,Employed,124589.0,10382.42,50000.0,15.29,36,1740.38,0.21,637,0.039,4,stable,0,2024,2024-12
CUST112359,2023-04-18,31,Male,Employed,37963.0,3163.58,50000.0,13.66,72,1021.21,0.44,689,0.464,0,gradual_decline,0,2023,2023-04
CUST112360,2022-01-25,28,Male,Self-Employed,97774.0,8147.83,50000.0,12.61,84,899.03,0.39,706,0.373,1,stable,0,2022,2022-01
CUST112361,2022-02-10,23,Female,Self-Employed,110319.0,9193.25,50000.0,10.11,48,1270.77,0.24,722,0.184,0,gradual_decline,0,2022,2022-02
CUST112362,2024-12-03,42,Female,Employed,44588.0,3715.67,50000.0,15.38,72,1067.6,0.33,584,0.187,2,stable,0,2024,2024-12
CUST112363,2023-08-02,27,Female,Unemployed,178116.0,14843.0,59140.0,11.77,72,1149.14,0.29,683,0.19,2,stable,0,2023,2023-08
CUST112364,2023-03-01,38,Male,Unemployed,23955.0,1996.25,50000.0,13.03,36,1685.42,0.32,700,0.163,0,gradual_decline,0,2023,2023-03
CUST112365,2024-06-08,27,Male,Employed,134474.0,11206.17,50000.0,14.46,60,1175.37,0.36,635,0.157,4,stable,1,2024,2024-06
CUST112366,2023-11-08,39,Male,Employed,226636.0,18886.33,50000.0,12.04,48,1317.67,0.11,573,0.17,0,stable,0,2023,2023-11
CUST112367,2023-12-25,36,Female,Self-Employed,80664.0,6722.0,50000.0,13.88,60,1160.3,0.21,667,0.121,1,stable,0,2023,2023-12
CUST112368,2024-01-22,43,Male,Employed,172385.0,14365.42,50000.0,10.01,36,1613.59,0.37,755,0.29,3,stable,0,2024,2024-01
CUST112369,2022-08-06,22,Female,Employed,74556.0,6213.0,50000.0,11.15,36,1640.49,0.24,598,0.421,1,stable,0,2022,2022-08
CUST112370,2022-04-07,28,Male,Employed,99924.0,8327.0,50000.0,12.41,60,1122.61,0.18,676,0.094,3,stable,0,2022,2022-04
CUST112371,2024-03-08,42,Female,Employed,163418.0,13618.17,50000.0,11.28,36,1643.57,0.5,748,0.358,1,stable,0,2024,2024-03
CUST112372,2022-01-24,29,Female,Employed,196315.0,16359.58,50000.0,12.54,36,1673.64,0.23,755,0.421,0,sudden_shock,1,2022,2022-01
CUST112373,2024-02-28,31,Female,Self-Employed,62370.0,5197.5,50000.0,13.66,60,1154.62,0.46,794,0.276,1,stable,0,2024,2024-02
CUST112374,2022-05-23,39,Female,Self-Employed,150323.0,12526.92,50000.0,14.46,60,1175.37,0.17,652,0.178,5,stable,0,2022,2022-05
CUST112375,2022-10-15,32,Male,Employed,61887.0,5157.25,50000.0,11.79,36,1655.7,0.16,693,0.037,0,stable,0,2022,2022-10
CUST112376,2024-02-15,35,Male,Unemployed,185018.0,15418.17,64511.0,15.03,60,1535.73,0.53,631,0.185,2,stable,1,2024,2024-02
CUST112377,2023-11-14,33,Female,Employed,42854.0,3571.17,50000.0,11.59,60,1101.89,0.3,695,0.028,4,gradual_decline,1,2023,2023-11
CUST112378,2024-05-06,32,Male,Employed,69461.0,5788.42,50000.0,12.7,60,1129.99,0.44,693,0.198,1,stable,0,2024,2024-05
CUST112379,2023-11-01,23,Male,Employed,113121.0,9426.75,50000.0,11.25,36,1642.86,0.39,659,0.341,1,stable,0,2023,2023-11
CUST112380,2022-02-22,31,Female,Employed,95108.0,7925.67,50000.0,11.71,48,1309.58,0.26,674,0.24,1,stable,0,2022,2022-02
CUST112381,2024-07-09,39,Male,Self-Employed,185201.0,15433.42,92825.0,12.07,60,2068.13,0.16,625,0.251,0,stable,0,2024,2024-07
CUST112382,2022-08-25,32,Male,Self-Employed,86399.0,7199.92,50000.0,13.3,60,1145.35,0.32,691,0.046,2,stable,0,2022,2022-08
CUST112383,2022-05-30,38,Female,Employed,35119.0,2926.58,50000.0,10.23,48,1273.66,0.47,636,0.301,0,gradual_decline,0,2022,2022-05
CUST112384,2024-08-20,32,Male,Self-Employed,137572.0,11464.33,50000.0,13.55,48,1355.06,0.28,715,0.432,0,stable,0,2024,2024-08
CUST112385,2022-08-02,38,Female,Self-Employed,185731.0,15477.58,50000.0,10.32,48,1275.83,0.28,786,0.07,1,gradual_decline,0,2022,2022-08
CUST112386,2023-08-11,29,Male,Unemployed,117018.0,9751.5,50000.0,13.65,36,1700.39,0.1,668,0.399,5,gradual_decline,0,2023,2023-08
CUST112387,2023-06-17,25,Female,Employed,153387.0,12782.25,50000.0,11.61,36,1651.42,0.4,729,0.03,4,gradual_decline,1,2023,2023-06
CUST112388,2024-04-23,41,Female,Employed,109247.0,9103.92,50000.0,8.19,60,1018.37,0.28,749,0.221,1,sudden_shock,1,2024,2024-04
CUST112389,2022-02-18,26,Female,Employed,213917.0,17826.42,92175.0,10.97,60,2002.73,0.31,708,0.078,3,stable,0,2022,2022-02
CUST112390,2022-04-27,29,Male,Employed,142819.0,11901.58,54386.0,11.88,60,1206.49,0.21,650,0.639,1,stable,0,2022,2022-04
CUST112391,2023-04-01,34,Female,Employed,123352.0,10279.33,50000.0,18.8,60,1291.53,0.4,710,0.286,2,stable,0,2023,2023-04
CUST112392,2023-06-03,20,Male,Employed,61846.0,5153.83,50000.0,7.72,48,1214.09,0.21,676,0.249,3,stable,0,2023,2023-06
CUST112393,2024-05-13,30,Male,Self-Employed,132370.0,11030.83,50000.0,11.2,36,1641.68,0.37,698,0.087,1,stable,0,2024,2024-05
CUST112394,2023-10-26,29,Female,Self-Employed,143777.0,11981.42,50000.0,8.64,36,1581.62,0.19,709,0.314,0,stable,0,2023,2023-10
CUST112395,2022-06-12,32,Female,Employed,104701.0,8725.08,50000.0,12.25,60,1118.55,0.26,676,0.223,3,stable,0,2022,2022-06
CUST112396,2024-12-08,32,Female,Employed,103047.0,8587.25,50000.0,11.63,72,967.92,0.23,706,0.191,3,stable,0,2024,2024-12
CUST112397,2023-05-20,31,Male,Employed,60864.0,5072.0,50000.0,11.47,36,1648.09,0.54,750,0.471,3,stable,1,2023,2023-05
CUST112398,2024-11-23,33,Female,Employed,95413.0,7951.08,50000.0,9.68,60,1054.5,0.32,714,0.37,1,credit_seeking,0,2024,2024-11
CUST112399,2024-12-20,46,Female,Employed,216147.0,18012.25,71120.0,10.82,48,1831.92,0.25,639,0.138,1,gradual_decline,0,2024,2024-12
CUST112400,2022-02-26,53,Male,Employed,76998.0,6416.5,50000.0,14.13,60,1166.79,0.24,635,0.575,1,stable,0,2022,2022-02
CUST112401,2023-07-09,38,Female,Self-Employed,107866.0,8988.83,50000.0,9.61,48,1258.78,0.1,739,0.453,1,stable,0,2023,2023-07
CUST112402,2023-04-08,32,Male,Employed,67286.0,5607.17,50000.0,15.35,84,974.68,0.23,696,0.098,0,stable,1,2023,2023-04
CUST112403,2023-07-01,27,Male,Employed,136026.0,11335.5,50000.0,13.79,60,1157.98,0.2,697,0.394,3,stable,0,2023,2023-07
CUST112404,2022-12-06,28,Female,Self-Employed,36274.0,3022.83,50000.0,8.82,60,1033.56,0.17,686,0.49,3,stable,0,2022,2022-12
CUST112405,2023-09-05,32,Female,Employed,87820.0,7318.33,50000.0,10.95,60,1085.87,0.1,591,0.339,2,stable,0,2023,2023-09
CUST112406,2023-06-24,43,Male,Self-Employed,208862.0,17405.17,78622.0,17.04,60,1955.65,0.31,629,0.32,1,stable,0,2023,2023-06
CUST112407,2022-07-23,26,Male,Employed,143573.0,11964.42,50000.0,13.78,72,1024.41,0.12,674,0.464,1,stable,0,2022,2022-07
CUST112408,2022-11-13,37,Male,Employed,146934.0,12244.5,50000.0,13.64,60,1154.1,0.15,670,0.127,3,stable,0,2022,2022-11
CUST112409,2022-06-11,30,Female,Employed,100857.0,8404.75,50000.0,11.99,60,1111.97,0.15,622,0.302,1,stable,0,2022,2022-06
CUST112410,2024-07-13,42,Male,Self-Employed,191351.0,15945.92,68214.0,14.75,72,1433.14,0.5,546,0.403,2,stable,1,2024,2024-07
CUST112411,2024-01-13,31,Female,Employed,274682.0,22890.17,88095.0,15.79,36,3088.03,0.15,639,0.193,1,stable,0,2024,2024-01
CUST112412,2023-03-01,28,Male,Employed,129033.0,10752.75,50000.0,12.64,72,994.23,0.26,723,0.206,2,stable,0,2023,2023-03
CUST112413,2023-03-10,29,Male,Employed,94949.0,7912.42,50000.0,10.49,36,1624.89,0.23,731,0.125,3,stable,0,2023,2023-03
CUST112414,2022-03-28,48,Male,Employed,112355.0,9362.92,50000.0,13.27,60,1144.58,0.26,646,0.016,5,stable,0,2022,2022-03
CUST112415,2022-11-14,34,Female,Employed,149779.0,12481.58,50000.0,13.08,84,911.77,0.34,690,0.448,2,stable,0,2022,2022-11
CUST112416,2024-10-10,43,Male,Self-Employed,204263.0,17021.92,50000.0,10.75,72,945.31,0.35,773,0.305,2,credit_seeking,0,2024,2024-10
CUST112417,2022-02-04,37,Male,Employed,114938.0,9578.17,50000.0,11.75,48,1310.56,0.27,748,0.065,1,stable,0,2022,2022-02
CUST112418,2022-06-10,39,Female,Self-Employed,53181.0,4431.75,50000.0,14.0,60,1163.41,0.29,611,0.079,0,sudden_shock,0,2022,2022-06
CUST112419,2024-07-16,31,Female,Employed,75348.0,6279.0,50000.0,12.85,48,1337.66,0.1,705,0.476,2,stable,0,2024,2024-07
CUST112420,2023-07-25,33,Female,Employed,69416.0,5784.67,50000.0,10.76,60,1081.15,0.14,773,0.38,1,stable,0,2023,2023-07
CUST112421,2022-02-05,26,Male,Unemployed,56556.0,4713.0,50000.0,14.83,60,1185.04,0.44,680,0.276,0,stable,0,2022,2022-02
CUST112422,2023-06-21,26,Male,Employed,178829.0,14902.42,50000.0,10.79,36,1631.97,0.14,683,0.444,1,stable,0,2023,2023-06
CUST112423,2024-04-01,32,Female,Employed,116892.0,9741.0,50000.0,9.85,48,1264.53,0.24,678,0.113,1,credit_seeking,0,2024,2024-04
CUST112424,2023-01-14,32,Male,Employed,460663.0,38388.58,169497.0,16.72,72,3744.22,0.35,682,0.433,2,stable,0,2023,2023-01
CUST112425,2023-02-23,33,Female,Employed,115741.0,9645.08,50000.0,7.11,60,992.66,0.36,740,0.541,6,credit_seeking,0,2023,2023-02
CUST112426,2023-11-23,40,Male,Self-Employed,72793.0,6066.08,50000.0,13.34,84,918.87,0.48,619,0.062,1,gradual_decline,0,2023,2023-11
CUST112427,2023-10-19,49,Female,Unemployed,170656.0,14221.33,64666.0,12.39,48,1715.31,0.41,781,0.254,4,credit_seeking,0,2023,2023-10
CUST112428,2024-09-16,26,Female,Self-Employed,142572.0,11881.0,50000.0,12.95,36,1683.49,0.23,617,0.048,0,stable,0,2024,2024-09
CUST112429,2022-09-29,37,Male,Employed,54089.0,4507.42,50000.0,10.91,60,1084.88,0.48,769,0.515,1,credit_seeking,1,2022,2022-09
CUST112430,2022-10-30,29,Female,Employed,106867.0,8905.58,50000.0,13.54,60,1151.52,0.25,700,0.078,2,credit_seeking,0,2022,2022-10
CUST112431,2022-06-20,21,Male,Self-Employed,111700.0,9308.33,50000.0,11.68,36,1653.08,0.21,717,0.212,0,stable,0,2022,2022-06
CUST112432,2023-12-30,53,Male,Employed,154674.0,12889.5,52304.0,9.66,48,1318.04,0.37,628,0.145,1,credit_seeking,0,2023,2023-12
CUST112433,2023-08-08,34,Male,Employed,63298.0,5274.83,50000.0,13.45,72,1015.62,0.3,681,0.436,1,stable,0,2023,2023-08
CUST112434,2023-01-16,31,Male,Employed,169891.0,14157.58,50000.0,14.9,36,1730.82,0.41,635,0.093,2,credit_seeking,0,2023,2023-01
CUST112435,2024-02-02,41,Female,Employed,183444.0,15287.0,50000.0,11.79,60,1106.92,0.21,808,0.321,2,stable,0,2024,2024-02
CUST112436,2023-02-17,53,Female,Employed,53085.0,4423.75,50000.0,11.16,60,1091.12,0.31,613,0.099,2,credit_seeking,0,2023,2023-02
CUST112437,2022-08-03,37,Male,Employed,203753.0,16979.42,50000.0,9.61,48,1258.78,0.33,721,0.614,2,stable,0,2022,2022-08
CUST112438,2023-08-15,54,Male,Self-Employed,117245.0,9770.42,50000.0,11.97,60,1111.46,0.17,702,0.343,3,stable,1,2023,2023-08
CUST112439,2023-04-24,34,Male,Employed,123952.0,10329.33,50000.0,9.87,36,1610.31,0.3,777,0.208,2,gradual_decline,0,2023,2023-04
CUST112440,2023-03-21,42,Male,Self-Employed,63867.0,5322.25,50000.0,11.52,72,965.07,0.31,614,0.36,3,stable,0,2023,2023-03
CUST112441,2023-05-03,28,Female,Self-Employed,38875.0,3239.58,50000.0,8.99,48,1244.01,0.26,696,0.269,1,stable,0,2023,2023-05
CUST112442,2024-09-28,28,Female,Self-Employed,105635.0,8802.92,50000.0,9.8,60,1057.44,0.35,670,0.468,2,stable,0,2024,2024-09
CUST112443,2022-08-25,37,Male,Employed,233680.0,19473.33,70976.0,14.79,36,2453.11,0.42,684,0.443,3,sudden_shock,0,2022,2022-08
CUST112444,2022-10-30,45,Male,Employed,131613.0,10967.75,50000.0,10.83,36,1632.91,0.4,667,0.44,1,stable,0,2022,2022-10
CUST112445,2023-09-12,30,Female,Employed,97632.0,8136.0,50000.0,13.51,60,1150.75,0.32,745,0.223,0,stable,0,2023,2023-09
CUST112446,2022-02-21,42,Male,Employed,82153.0,6846.08,50000.0,11.51,48,1304.69,0.36,597,0.288,4,stable,0,2022,2022-02
CUST112447,2022-06-09,37,Male,Self-Employed,76314.0,6359.5,50000.0,12.02,72,978.03,0.37,723,0.426,2,stable,0,2022,2022-06
CUST112448,2023-09-13,32,Male,Self-Employed,103435.0,8619.58,50000.0,7.53,36,1556.0,0.27,610,0.113,2,sudden_shock,0,2023,2023-09
CUST112449,2023-07-13,40,Male,Employed,64033.0,5336.08,50000.0,7.77,84,773.59,0.41,726,0.558,2,stable,0,2023,2023-07
CUST112450,2023-12-17,28,Male,Employed,114631.0,9552.58,50000.0,11.45,36,1647.61,0.5,659,0.305,3,gradual_decline,0,2023,2023-12
CUST112451,2022-05-05,43,Female,Self-Employed,72583.0,6048.58,50000.0,12.15,72,981.41,0.42,765,0.249,1,sudden_shock,0,2022,2022-05
CUST112452,2024-07-24,33,Male,Employed,155989.0,12999.08,50000.0,9.43,60,1048.38,0.22,694,0.093,4,gradual_decline,0,2024,2024-07
CUST112453,2023-06-17,40,Male,Employed,55652.0,4637.67,50000.0,11.34,60,1095.62,0.16,647,0.507,4,stable,0,2023,2023-06
CUST112454,2022-06-19,36,Female,Self-Employed,61407.0,5117.25,50000.0,9.97,48,1267.41,0.34,728,0.075,5,stable,0,2022,2022-06
CUST112455,2022-12-08,35,Male,Self-Employed,105215.0,8767.92,50000.0,11.36,60,1096.12,0.57,741,0.235,1,sudden_shock,0,2022,2022-12
CUST112456,2022-09-07,30,Male,Employed,54155.0,4512.92,50000.0,10.69,72,943.78,0.13,637,0.194,1,sudden_shock,0,2022,2022-09
CUST112457,2023-05-11,27,Male,Self-Employed,173523.0,14460.25,50000.0,12.83,48,1337.16,0.42,673,0.532,0,credit_seeking,1,2023,2023-05
CUST112458,2023-05-30,39,Male,Employed,85424.0,7118.67,54094.0,13.12,48,1454.43,0.23,726,0.104,1,sudden_shock,0,2023,2023-05
CUST112459,2023-04-21,33,Male,Self-Employed,85767.0,7147.25,50000.0,15.53,48,1405.01,0.33,600,0.455,3,stable,0,2023,2023-04
CUST112460,2023-05-21,21,Female,Employed,204817.0,17068.08,89410.0,12.82,36,3004.83,0.33,647,0.152,3,stable,0,2023,2023-05
CUST112461,2024-09-22,39,Female,Self-Employed,168276.0,14023.0,50000.0,11.68,48,1308.85,0.27,682,0.114,3,gradual_decline,1,2024,2024-09
CUST112462,2024-11-17,33,Female,Employed,82598.0,6883.17,50000.0,7.0,48,1197.31,0.19,715,0.062,1,stable,0,2024,2024-11
CUST112463,2023-06-21,34,Male,Employed,157257.0,13104.75,50000.0,11.13,84,859.54,0.37,703,0.22,2,stable,0,2023,2023-06
CUST112464,2024-11-21,38,Female,Employed,152921.0,12743.42,50000.0,12.16,60,1116.27,0.53,735,0.39,1,stable,0,2024,2024-11
CUST112465,2024-06-16,37,Female,Employed,85045.0,7087.08,50000.0,10.9,72,949.14,0.27,844,0.045,2,credit_seeking,0,2024,2024-06
CUST112466,2024-06-17,51,Female,Self-Employed,166465.0,13872.08,62033.0,14.55,60,1461.15,0.33,608,0.239,2,gradual_decline,0,2024,2024-06
CUST112467,2022-09-05,42,Male,Employed,102653.0,8554.42,50000.0,12.9,60,1135.1,0.19,732,0.027,0,stable,0,2022,2022-09
CUST112468,2023-04-26,35,Male,Unemployed,68778.0,5731.5,50000.0,8.74,60,1031.62,0.24,705,0.215,3,stable,0,2023,2023-04
